query,perfume_id,perfume_name,brand,description
arabian wind glize date night,902,glize,arabian-wind,"glize by arabian-wind. accords: mineral, woody, warm spicy. top notes: saffron, mandarin orange. middle notes: mineral notes, violet, akigalawood, osmanthus. base notes: woody notes, leather, vetiver."
arabian wind glize winter notes,902,glize,arabian-wind,"glize by arabian-wind. accords: mineral, woody, warm spicy. top notes: saffron, mandarin orange. middle notes: mineral notes, violet, akigalawood, osmanthus. base notes: woody notes, leather, vetiver."
arabian wind glize warm spicy,902,glize,arabian-wind,"glize by arabian-wind. accords: mineral, woody, warm spicy. top notes: saffron, mandarin orange. middle notes: mineral notes, violet, akigalawood, osmanthus. base notes: woody notes, leather, vetiver."
perfume with mineral woody notes glize,902,glize,arabian-wind,"glize by arabian-wind. accords: mineral, woody, warm spicy. top notes: saffron, mandarin orange. middle notes: mineral notes, violet, akigalawood, osmanthus. base notes: woody notes, leather, vetiver."
arabian wind glize osmanthus vetiver,902,glize,arabian-wind,"glize by arabian-wind. accords: mineral, woody, warm spicy. top notes: saffron, mandarin orange. middle notes: mineral notes, violet, akigalawood, osmanthus. base notes: woody notes, leather, vetiver."
arabian wind glize for evening,902,glize,arabian-wind,"glize by arabian-wind. accords: mineral, woody, warm spicy. top notes: saffron, mandarin orange. middle notes: mineral notes, violet, akigalawood, osmanthus. base notes: woody notes, leather, vetiver."
romantic diesel fragrance,903,only-the-brave-high,diesel,"only-the-brave-high by diesel. accords: citrus, fresh spicy, aromatic. top notes: mint, grapefruit, ginger, yuzu. middle notes: geranium. base notes: woody notes, amber."
winter evening perfume,903,only-the-brave-high,diesel,"only-the-brave-high by diesel. accords: citrus, fresh spicy, aromatic. top notes: mint, grapefruit, ginger, yuzu. middle notes: geranium. base notes: woody notes, amber."
woody amber scent,903,only-the-brave-high,diesel,"only-the-brave-high by diesel. accords: citrus, fresh spicy, aromatic. top notes: mint, grapefruit, ginger, yuzu. middle notes: geranium. base notes: woody notes, amber."
date night cologne,903,only-the-brave-high,diesel,"only-the-brave-high by diesel. accords: citrus, fresh spicy, aromatic. top notes: mint, grapefruit, ginger, yuzu. middle notes: geranium. base notes: woody notes, amber."
diesel only the brave high notes,903,only-the-brave-high,diesel,"only-the-brave-high by diesel. accords: citrus, fresh spicy, aromatic. top notes: mint, grapefruit, ginger, yuzu. middle notes: geranium. base notes: woody notes, amber."
cologne with geranium,903,only-the-brave-high,diesel,"only-the-brave-high by diesel. accords: citrus, fresh spicy, aromatic. top notes: mint, grapefruit, ginger, yuzu. middle notes: geranium. base notes: woody notes, amber."
minty grapefruit perfume,903,only-the-brave-high,diesel,"only-the-brave-high by diesel. accords: citrus, fresh spicy, aromatic. top notes: mint, grapefruit, ginger, yuzu. middle notes: geranium. base notes: woody notes, amber."
spicy aromatic fragrance,903,only-the-brave-high,diesel,"only-the-brave-high by diesel. accords: citrus, fresh spicy, aromatic. top notes: mint, grapefruit, ginger, yuzu. middle notes: geranium. base notes: woody notes, amber."
diesel perfume winter,903,only-the-brave-high,diesel,"only-the-brave-high by diesel. accords: citrus, fresh spicy, aromatic. top notes: mint, grapefruit, ginger, yuzu. middle notes: geranium. base notes: woody notes, amber."
vanilla woody base notes,903,only-the-brave-high,diesel,"only-the-brave-high by diesel. accords: citrus, fresh spicy, aromatic. top notes: mint, grapefruit, ginger, yuzu. middle notes: geranium. base notes: woody notes, amber."
romantic winter perfume,907,amore-mio-dolce-paloma,jeanne-arthes,"amore-mio-dolce-paloma by jeanne-arthes. accords: citrus, woody, warm spicy. top notes: bergamot, orange, mandarin orange, red berries. middle notes: cardamom, black currant, cyclamen, violet, rose, jasmine. base notes: cedar, white musk, sandalowood, vanilla, amber."
dolce paloma perfume review,907,amore-mio-dolce-paloma,jeanne-arthes,"amore-mio-dolce-paloma by jeanne-arthes. accords: citrus, woody, warm spicy. top notes: bergamot, orange, mandarin orange, red berries. middle notes: cardamom, black currant, cyclamen, violet, rose, jasmine. base notes: cedar, white musk, sandalowood, vanilla, amber."
woody spicy perfume for evening,907,amore-mio-dolce-paloma,jeanne-arthes,"amore-mio-dolce-paloma by jeanne-arthes. accords: citrus, woody, warm spicy. top notes: bergamot, orange, mandarin orange, red berries. middle notes: cardamom, black currant, cyclamen, violet, rose, jasmine. base notes: cedar, white musk, sandalowood, vanilla, amber."
date night fragrance with vanilla,907,amore-mio-dolce-paloma,jeanne-arthes,"amore-mio-dolce-paloma by jeanne-arthes. accords: citrus, woody, warm spicy. top notes: bergamot, orange, mandarin orange, red berries. middle notes: cardamom, black currant, cyclamen, violet, rose, jasmine. base notes: cedar, white musk, sandalowood, vanilla, amber."
jeanne arthes amour mio dolce paloma notes,907,amore-mio-dolce-paloma,jeanne-arthes,"amore-mio-dolce-paloma by jeanne-arthes. accords: citrus, woody, warm spicy. top notes: bergamot, orange, mandarin orange, red berries. middle notes: cardamom, black currant, cyclamen, violet, rose, jasmine. base notes: cedar, white musk, sandalowood, vanilla, amber."
citrus and vanilla winter perfume,907,amore-mio-dolce-paloma,jeanne-arthes,"amore-mio-dolce-paloma by jeanne-arthes. accords: citrus, woody, warm spicy. top notes: bergamot, orange, mandarin orange, red berries. middle notes: cardamom, black currant, cyclamen, violet, rose, jasmine. base notes: cedar, white musk, sandalowood, vanilla, amber."
sandalwood and vanilla perfume for him,907,amore-mio-dolce-paloma,jeanne-arthes,"amore-mio-dolce-paloma by jeanne-arthes. accords: citrus, woody, warm spicy. top notes: bergamot, orange, mandarin orange, red berries. middle notes: cardamom, black currant, cyclamen, violet, rose, jasmine. base notes: cedar, white musk, sandalowood, vanilla, amber."
date night perfume with warm spices,907,amore-mio-dolce-paloma,jeanne-arthes,"amore-mio-dolce-paloma by jeanne-arthes. accords: citrus, woody, warm spicy. top notes: bergamot, orange, mandarin orange, red berries. middle notes: cardamom, black currant, cyclamen, violet, rose, jasmine. base notes: cedar, white musk, sandalowood, vanilla, amber."
winter evening perfume with rose,907,amore-mio-dolce-paloma,jeanne-arthes,"amore-mio-dolce-paloma by jeanne-arthes. accords: citrus, woody, warm spicy. top notes: bergamot, orange, mandarin orange, red berries. middle notes: cardamom, black currant, cyclamen, violet, rose, jasmine. base notes: cedar, white musk, sandalowood, vanilla, amber."
amour mio dolce paloma notes and accords,907,amore-mio-dolce-paloma,jeanne-arthes,"amore-mio-dolce-paloma by jeanne-arthes. accords: citrus, woody, warm spicy. top notes: bergamot, orange, mandarin orange, red berries. middle notes: cardamom, black currant, cyclamen, violet, rose, jasmine. base notes: cedar, white musk, sandalowood, vanilla, amber."
romantic winter evening perfume,908,karl-lagerfeld-for-him,karl-lagerfeld,"karl-lagerfeld-for-him by karl-lagerfeld. accords: powdery, violet, lavender. top notes: lavender, mandarin orange. middle notes: violet, green apple. base notes: sandalwood, amber."
for him karl lagerfeld violet scent,908,karl-lagerfeld-for-him,karl-lagerfeld,"karl-lagerfeld-for-him by karl-lagerfeld. accords: powdery, violet, lavender. top notes: lavender, mandarin orange. middle notes: violet, green apple. base notes: sandalwood, amber."
date night perfume with lavender notes,908,karl-lagerfeld-for-him,karl-lagerfeld,"karl-lagerfeld-for-him by karl-lagerfeld. accords: powdery, violet, lavender. top notes: lavender, mandarin orange. middle notes: violet, green apple. base notes: sandalwood, amber."
powdery winter fragrance for men,908,karl-lagerfeld-for-him,karl-lagerfeld,"karl-lagerfeld-for-him by karl-lagerfeld. accords: powdery, violet, lavender. top notes: lavender, mandarin orange. middle notes: violet, green apple. base notes: sandalwood, amber."
sandalwood and amber karl lagerfeld for him,908,karl-lagerfeld-for-him,karl-lagerfeld,"karl-lagerfeld-for-him by karl-lagerfeld. accords: powdery, violet, lavender. top notes: lavender, mandarin orange. middle notes: violet, green apple. base notes: sandalwood, amber."
violet and green apple perfume,908,karl-lagerfeld-for-him,karl-lagerfeld,"karl-lagerfeld-for-him by karl-lagerfeld. accords: powdery, violet, lavender. top notes: lavender, mandarin orange. middle notes: violet, green apple. base notes: sandalwood, amber."
winter evening perfume with amber,908,karl-lagerfeld-for-him,karl-lagerfeld,"karl-lagerfeld-for-him by karl-lagerfeld. accords: powdery, violet, lavender. top notes: lavender, mandarin orange. middle notes: violet, green apple. base notes: sandalwood, amber."
karl lagerfeld for him warm vanilla,908,karl-lagerfeld-for-him,karl-lagerfeld,"karl-lagerfeld-for-him by karl-lagerfeld. accords: powdery, violet, lavender. top notes: lavender, mandarin orange. middle notes: violet, green apple. base notes: sandalwood, amber."
for him perfume with violet notes,908,karl-lagerfeld-for-him,karl-lagerfeld,"karl-lagerfeld-for-him by karl-lagerfeld. accords: powdery, violet, lavender. top notes: lavender, mandarin orange. middle notes: violet, green apple. base notes: sandalwood, amber."
date night perfume by karl lagerfeld,908,karl-lagerfeld-for-him,karl-lagerfeld,"karl-lagerfeld-for-him by karl-lagerfeld. accords: powdery, violet, lavender. top notes: lavender, mandarin orange. middle notes: violet, green apple. base notes: sandalwood, amber."
romantic winter evening scent,909,macaron-rose,le-monde-gourmand,"macaron-rose by le-monde-gourmand. accords: rose, floral, sweet. top notes: loukhoum. middle notes: rose water. base notes: sugar cane."
le monde gourmand macaron-rose perfume,909,macaron-rose,le-monde-gourmand,"macaron-rose by le-monde-gourmand. accords: rose, floral, sweet. top notes: loukhoum. middle notes: rose water. base notes: sugar cane."
scented with rose and sugar cane,909,macaron-rose,le-monde-gourmand,"macaron-rose by le-monde-gourmand. accords: rose, floral, sweet. top notes: loukhoum. middle notes: rose water. base notes: sugar cane."
floral winter perfume for date night,909,macaron-rose,le-monde-gourmand,"macaron-rose by le-monde-gourmand. accords: rose, floral, sweet. top notes: loukhoum. middle notes: rose water. base notes: sugar cane."
sweet rose perfume notes,909,macaron-rose,le-monde-gourmand,"macaron-rose by le-monde-gourmand. accords: rose, floral, sweet. top notes: loukhoum. middle notes: rose water. base notes: sugar cane."
date night perfume with rose and vanilla,909,macaron-rose,le-monde-gourmand,"macaron-rose by le-monde-gourmand. accords: rose, floral, sweet. top notes: loukhoum. middle notes: rose water. base notes: sugar cane."
winter evening perfume with rose water,909,macaron-rose,le-monde-gourmand,"macaron-rose by le-monde-gourmand. accords: rose, floral, sweet. top notes: loukhoum. middle notes: rose water. base notes: sugar cane."
macaron-rose perfume by le monde gourmand notes,909,macaron-rose,le-monde-gourmand,"macaron-rose by le-monde-gourmand. accords: rose, floral, sweet. top notes: loukhoum. middle notes: rose water. base notes: sugar cane."
sweet rose and floral perfume,909,macaron-rose,le-monde-gourmand,"macaron-rose by le-monde-gourmand. accords: rose, floral, sweet. top notes: loukhoum. middle notes: rose water. base notes: sugar cane."
winter date night perfume with rose,909,macaron-rose,le-monde-gourmand,"macaron-rose by le-monde-gourmand. accords: rose, floral, sweet. top notes: loukhoum. middle notes: rose water. base notes: sugar cane."
sweet winter perfume,910,spirit-of-heaven,milton-lloyd,"spirit-of-heaven by milton-lloyd. accords: sweet, warm spicy, patchouli. top notes: passionfruit, cardamom, bergamot. middle notes: rose, jasmine. base notes: praline, patchouli, vanilla."
romantic date night fragrance,910,spirit-of-heaven,milton-lloyd,"spirit-of-heaven by milton-lloyd. accords: sweet, warm spicy, patchouli. top notes: passionfruit, cardamom, bergamot. middle notes: rose, jasmine. base notes: praline, patchouli, vanilla."
patchouli vanilla scent,910,spirit-of-heaven,milton-lloyd,"spirit-of-heaven by milton-lloyd. accords: sweet, warm spicy, patchouli. top notes: passionfruit, cardamom, bergamot. middle notes: rose, jasmine. base notes: praline, patchouli, vanilla."
warm spiced perfume for evening,910,spirit-of-heaven,milton-lloyd,"spirit-of-heaven by milton-lloyd. accords: sweet, warm spicy, patchouli. top notes: passionfruit, cardamom, bergamot. middle notes: rose, jasmine. base notes: praline, patchouli, vanilla."
date night perfume with rose,910,spirit-of-heaven,milton-lloyd,"spirit-of-heaven by milton-lloyd. accords: sweet, warm spicy, patchouli. top notes: passionfruit, cardamom, bergamot. middle notes: rose, jasmine. base notes: praline, patchouli, vanilla."
winter evening perfume notes,910,spirit-of-heaven,milton-lloyd,"spirit-of-heaven by milton-lloyd. accords: sweet, warm spicy, patchouli. top notes: passionfruit, cardamom, bergamot. middle notes: rose, jasmine. base notes: praline, patchouli, vanilla."
perfume with passionfruit top notes,910,spirit-of-heaven,milton-lloyd,"spirit-of-heaven by milton-lloyd. accords: sweet, warm spicy, patchouli. top notes: passionfruit, cardamom, bergamot. middle notes: rose, jasmine. base notes: praline, patchouli, vanilla."
spiral of heaven by milton lloyd,910,spirit-of-heaven,milton-lloyd,"spirit-of-heaven by milton-lloyd. accords: sweet, warm spicy, patchouli. top notes: passionfruit, cardamom, bergamot. middle notes: rose, jasmine. base notes: praline, patchouli, vanilla."
rose and jasmine perfume,910,spirit-of-heaven,milton-lloyd,"spirit-of-heaven by milton-lloyd. accords: sweet, warm spicy, patchouli. top notes: passionfruit, cardamom, bergamot. middle notes: rose, jasmine. base notes: praline, patchouli, vanilla."
vanilla and patchouli for evening,910,spirit-of-heaven,milton-lloyd,"spirit-of-heaven by milton-lloyd. accords: sweet, warm spicy, patchouli. top notes: passionfruit, cardamom, bergamot. middle notes: rose, jasmine. base notes: praline, patchouli, vanilla."
romantic winter perfume,911,blue-spirit,paris-elysees,"blue-spirit by paris-elysees. accords: sweet, patchouli, woody. top notes: coconut, green notes, blackcurrant syrup, blackberry, strawberry, bergamot. middle notes: honey, jasmine, orchid, rose, lily-of-the-valley. base notes: patchouli, caramel, moss, vanilla, tonka bean, amber, sandalowood."
sweet winter evening scent,911,blue-spirit,paris-elysees,"blue-spirit by paris-elysees. accords: sweet, patchouli, woody. top notes: coconut, green notes, blackcurrant syrup, blackberry, strawberry, bergamot. middle notes: honey, jasmine, orchid, rose, lily-of-the-valley. base notes: patchouli, caramel, moss, vanilla, tonka bean, amber, sandalowood."
patchouli vanilla perfume,911,blue-spirit,paris-elysees,"blue-spirit by paris-elysees. accords: sweet, patchouli, woody. top notes: coconut, green notes, blackcurrant syrup, blackberry, strawberry, bergamot. middle notes: honey, jasmine, orchid, rose, lily-of-the-valley. base notes: patchouli, caramel, moss, vanilla, tonka bean, amber, sandalowood."
date night fragrance with patchouli,911,blue-spirit,paris-elysees,"blue-spirit by paris-elysees. accords: sweet, patchouli, woody. top notes: coconut, green notes, blackcurrant syrup, blackberry, strawberry, bergamot. middle notes: honey, jasmine, orchid, rose, lily-of-the-valley. base notes: patchouli, caramel, moss, vanilla, tonka bean, amber, sandalowood."
winter date night perfume,911,blue-spirit,paris-elysees,"blue-spirit by paris-elysees. accords: sweet, patchouli, woody. top notes: coconut, green notes, blackcurrant syrup, blackberry, strawberry, bergamot. middle notes: honey, jasmine, orchid, rose, lily-of-the-valley. base notes: patchouli, caramel, moss, vanilla, tonka bean, amber, sandalowood."
scented candle like blue-spirit perfume,911,blue-spirit,paris-elysees,"blue-spirit by paris-elysees. accords: sweet, patchouli, woody. top notes: coconut, green notes, blackcurrant syrup, blackberry, strawberry, bergamot. middle notes: honey, jasmine, orchid, rose, lily-of-the-valley. base notes: patchouli, caramel, moss, vanilla, tonka bean, amber, sandalowood."
woody sweet winter perfume,911,blue-spirit,paris-elysees,"blue-spirit by paris-elysees. accords: sweet, patchouli, woody. top notes: coconut, green notes, blackcurrant syrup, blackberry, strawberry, bergamot. middle notes: honey, jasmine, orchid, rose, lily-of-the-valley. base notes: patchouli, caramel, moss, vanilla, tonka bean, amber, sandalowood."
date night perfume with patchouli,911,blue-spirit,paris-elysees,"blue-spirit by paris-elysees. accords: sweet, patchouli, woody. top notes: coconut, green notes, blackcurrant syrup, blackberry, strawberry, bergamot. middle notes: honey, jasmine, orchid, rose, lily-of-the-valley. base notes: patchouli, caramel, moss, vanilla, tonka bean, amber, sandalowood."
blue-spirit perfume notes,911,blue-spirit,paris-elysees,"blue-spirit by paris-elysees. accords: sweet, patchouli, woody. top notes: coconut, green notes, blackcurrant syrup, blackberry, strawberry, bergamot. middle notes: honey, jasmine, orchid, rose, lily-of-the-valley. base notes: patchouli, caramel, moss, vanilla, tonka bean, amber, sandalowood."
fragrance like blue-spirit by paris-elysees,911,blue-spirit,paris-elysees,"blue-spirit by paris-elysees. accords: sweet, patchouli, woody. top notes: coconut, green notes, blackcurrant syrup, blackberry, strawberry, bergamot. middle notes: honey, jasmine, orchid, rose, lily-of-the-valley. base notes: patchouli, caramel, moss, vanilla, tonka bean, amber, sandalowood."
romantic perfume like eclat-d-arpege,912,eclat-d-arpege-summer-2007,lanvin,"eclat-d-arpege-summer-2007 by lanvin. accords: citrus, fruity, tropical. top notes: pink grapefruit, carambola (star fruit), litchi, lemon. middle notes: violet, jasmine, rose. base notes: musk, cedar, vanilla."
tropical fragrance for summer evenings,912,eclat-d-arpege-summer-2007,lanvin,"eclat-d-arpege-summer-2007 by lanvin. accords: citrus, fruity, tropical. top notes: pink grapefruit, carambola (star fruit), litchi, lemon. middle notes: violet, jasmine, rose. base notes: musk, cedar, vanilla."
find scent with pink grapefruit and rose,912,eclat-d-arpege-summer-2007,lanvin,"eclat-d-arpege-summer-2007 by lanvin. accords: citrus, fruity, tropical. top notes: pink grapefruit, carambola (star fruit), litchi, lemon. middle notes: violet, jasmine, rose. base notes: musk, cedar, vanilla."
eclat d arpege 2007 notes,912,eclat-d-arpege-summer-2007,lanvin,"eclat-d-arpege-summer-2007 by lanvin. accords: citrus, fruity, tropical. top notes: pink grapefruit, carambola (star fruit), litchi, lemon. middle notes: violet, jasmine, rose. base notes: musk, cedar, vanilla."
date night perfume with vanilla,912,eclat-d-arpege-summer-2007,lanvin,"eclat-d-arpege-summer-2007 by lanvin. accords: citrus, fruity, tropical. top notes: pink grapefruit, carambola (star fruit), litchi, lemon. middle notes: violet, jasmine, rose. base notes: musk, cedar, vanilla."
scented candle like eclat d arpege,912,eclat-d-arpege-summer-2007,lanvin,"eclat-d-arpege-summer-2007 by lanvin. accords: citrus, fruity, tropical. top notes: pink grapefruit, carambola (star fruit), litchi, lemon. middle notes: violet, jasmine, rose. base notes: musk, cedar, vanilla."
feminine perfume with violet notes,912,eclat-d-arpege-summer-2007,lanvin,"eclat-d-arpege-summer-2007 by lanvin. accords: citrus, fruity, tropical. top notes: pink grapefruit, carambola (star fruit), litchi, lemon. middle notes: violet, jasmine, rose. base notes: musk, cedar, vanilla."
cedar and vanilla perfume similar to eclat d arpege,912,eclat-d-arpege-summer-2007,lanvin,"eclat-d-arpege-summer-2007 by lanvin. accords: citrus, fruity, tropical. top notes: pink grapefruit, carambola (star fruit), litchi, lemon. middle notes: violet, jasmine, rose. base notes: musk, cedar, vanilla."
eclat d arpege summer 2007 notes list,912,eclat-d-arpege-summer-2007,lanvin,"eclat-d-arpege-summer-2007 by lanvin. accords: citrus, fruity, tropical. top notes: pink grapefruit, carambola (star fruit), litchi, lemon. middle notes: violet, jasmine, rose. base notes: musk, cedar, vanilla."
find a perfume with litchi and musk,912,eclat-d-arpege-summer-2007,lanvin,"eclat-d-arpege-summer-2007 by lanvin. accords: citrus, fruity, tropical. top notes: pink grapefruit, carambola (star fruit), litchi, lemon. middle notes: violet, jasmine, rose. base notes: musk, cedar, vanilla."
romantic winter evening perfume,915,patchouli-citrus,the-7-virtues,"patchouli-citrus by the-7-virtues. accords: citrus, fresh spicy, woody. top notes: bergamot, mandarin orange, black pepper, peach, cassis. middle notes: rose geranium, peony, jasmine. base notes: moss, patchouli, cedar, amber, sandalwood."
citrusy woody fragrance,915,patchouli-citrus,the-7-virtues,"patchouli-citrus by the-7-virtues. accords: citrus, fresh spicy, woody. top notes: bergamot, mandarin orange, black pepper, peach, cassis. middle notes: rose geranium, peony, jasmine. base notes: moss, patchouli, cedar, amber, sandalwood."
date night patchouli scent,915,patchouli-citrus,the-7-virtues,"patchouli-citrus by the-7-virtues. accords: citrus, fresh spicy, woody. top notes: bergamot, mandarin orange, black pepper, peach, cassis. middle notes: rose geranium, peony, jasmine. base notes: moss, patchouli, cedar, amber, sandalwood."
winter evening patchouli-citrus,915,patchouli-citrus,the-7-virtues,"patchouli-citrus by the-7-virtues. accords: citrus, fresh spicy, woody. top notes: bergamot, mandarin orange, black pepper, peach, cassis. middle notes: rose geranium, peony, jasmine. base notes: moss, patchouli, cedar, amber, sandalwood."
cologne with patchouli and bergamot,915,patchouli-citrus,the-7-virtues,"patchouli-citrus by the-7-virtues. accords: citrus, fresh spicy, woody. top notes: bergamot, mandarin orange, black pepper, peach, cassis. middle notes: rose geranium, peony, jasmine. base notes: moss, patchouli, cedar, amber, sandalwood."
romantic date night perfume,915,patchouli-citrus,the-7-virtues,"patchouli-citrus by the-7-virtues. accords: citrus, fresh spicy, woody. top notes: bergamot, mandarin orange, black pepper, peach, cassis. middle notes: rose geranium, peony, jasmine. base notes: moss, patchouli, cedar, amber, sandalwood."
patchouli-citrus for winter,915,patchouli-citrus,the-7-virtues,"patchouli-citrus by the-7-virtues. accords: citrus, fresh spicy, woody. top notes: bergamot, mandarin orange, black pepper, peach, cassis. middle notes: rose geranium, peony, jasmine. base notes: moss, patchouli, cedar, amber, sandalwood."
woody patchouli perfume notes,915,patchouli-citrus,the-7-virtues,"patchouli-citrus by the-7-virtues. accords: citrus, fresh spicy, woody. top notes: bergamot, mandarin orange, black pepper, peach, cassis. middle notes: rose geranium, peony, jasmine. base notes: moss, patchouli, cedar, amber, sandalwood."
date night patchouli-citrus fragrance,915,patchouli-citrus,the-7-virtues,"patchouli-citrus by the-7-virtues. accords: citrus, fresh spicy, woody. top notes: bergamot, mandarin orange, black pepper, peach, cassis. middle notes: rose geranium, peony, jasmine. base notes: moss, patchouli, cedar, amber, sandalwood."
winter evening woody-spicy perfume,915,patchouli-citrus,the-7-virtues,"patchouli-citrus by the-7-virtues. accords: citrus, fresh spicy, woody. top notes: bergamot, mandarin orange, black pepper, peach, cassis. middle notes: rose geranium, peony, jasmine. base notes: moss, patchouli, cedar, amber, sandalwood."
Tres French perfume,916,tres-french,teo-cabanel,"tres-french by teo-cabanel. accords: white floral, fresh, fruity. top notes: pear, peony. middle notes: lily-of-the-valley, jasmine, solar notes. base notes: white musk, sandalwood, benzoin, haitian vetiver."
White floral perfume by Teo-Cabanel,916,tres-french,teo-cabanel,"tres-french by teo-cabanel. accords: white floral, fresh, fruity. top notes: pear, peony. middle notes: lily-of-the-valley, jasmine, solar notes. base notes: white musk, sandalwood, benzoin, haitian vetiver."
Fruity and fresh perfume notes,916,tres-french,teo-cabanel,"tres-french by teo-cabanel. accords: white floral, fresh, fruity. top notes: pear, peony. middle notes: lily-of-the-valley, jasmine, solar notes. base notes: white musk, sandalwood, benzoin, haitian vetiver."
Pear and peony top notes perfume,916,tres-french,teo-cabanel,"tres-french by teo-cabanel. accords: white floral, fresh, fruity. top notes: pear, peony. middle notes: lily-of-the-valley, jasmine, solar notes. base notes: white musk, sandalwood, benzoin, haitian vetiver."
Lily of the valley and jasmine perfume,916,tres-french,teo-cabanel,"tres-french by teo-cabanel. accords: white floral, fresh, fruity. top notes: pear, peony. middle notes: lily-of-the-valley, jasmine, solar notes. base notes: white musk, sandalwood, benzoin, haitian vetiver."
Warm vanilla and musk fragrance,916,tres-french,teo-cabanel,"tres-french by teo-cabanel. accords: white floral, fresh, fruity. top notes: pear, peony. middle notes: lily-of-the-valley, jasmine, solar notes. base notes: white musk, sandalwood, benzoin, haitian vetiver."
Winter evening date night scent,916,tres-french,teo-cabanel,"tres-french by teo-cabanel. accords: white floral, fresh, fruity. top notes: pear, peony. middle notes: lily-of-the-valley, jasmine, solar notes. base notes: white musk, sandalwood, benzoin, haitian vetiver."
Sandalwood and vetiver base notes perfume,916,tres-french,teo-cabanel,"tres-french by teo-cabanel. accords: white floral, fresh, fruity. top notes: pear, peony. middle notes: lily-of-the-valley, jasmine, solar notes. base notes: white musk, sandalwood, benzoin, haitian vetiver."
Teo-Cabanel Tres French perfume description,916,tres-french,teo-cabanel,"tres-french by teo-cabanel. accords: white floral, fresh, fruity. top notes: pear, peony. middle notes: lily-of-the-valley, jasmine, solar notes. base notes: white musk, sandalwood, benzoin, haitian vetiver."
Perfume with solar notes and white musk,916,tres-french,teo-cabanel,"tres-french by teo-cabanel. accords: white floral, fresh, fruity. top notes: pear, peony. middle notes: lily-of-the-valley, jasmine, solar notes. base notes: white musk, sandalwood, benzoin, haitian vetiver."
romantic winter perfume,917,classica,sospiro-perfumes,"classica by sospiro-perfumes. accords: amber, woody, oud. top notes: copahu balm, clary sage, bergamot. middle notes: woody notes, cashmeran, rose. base notes: agarwood (oud), tobacco, ambergris, moss, sandalwood."
scent for a date night,917,classica,sospiro-perfumes,"classica by sospiro-perfumes. accords: amber, woody, oud. top notes: copahu balm, clary sage, bergamot. middle notes: woody notes, cashmeran, rose. base notes: agarwood (oud), tobacco, ambergris, moss, sandalwood."
woody and amber fragrance,917,classica,sospiro-perfumes,"classica by sospiro-perfumes. accords: amber, woody, oud. top notes: copahu balm, clary sage, bergamot. middle notes: woody notes, cashmeran, rose. base notes: agarwood (oud), tobacco, ambergris, moss, sandalwood."
elegant winter evening perfume,917,classica,sospiro-perfumes,"classica by sospiro-perfumes. accords: amber, woody, oud. top notes: copahu balm, clary sage, bergamot. middle notes: woody notes, cashmeran, rose. base notes: agarwood (oud), tobacco, ambergris, moss, sandalwood."
perfume with ambergris and sandalwood,917,classica,sospiro-perfumes,"classica by sospiro-perfumes. accords: amber, woody, oud. top notes: copahu balm, clary sage, bergamot. middle notes: woody notes, cashmeran, rose. base notes: agarwood (oud), tobacco, ambergris, moss, sandalwood."
classica by sospiro-perfumes review,917,classica,sospiro-perfumes,"classica by sospiro-perfumes. accords: amber, woody, oud. top notes: copahu balm, clary sage, bergamot. middle notes: woody notes, cashmeran, rose. base notes: agarwood (oud), tobacco, ambergris, moss, sandalwood."
warm vanilla scent for evening,917,classica,sospiro-perfumes,"classica by sospiro-perfumes. accords: amber, woody, oud. top notes: copahu balm, clary sage, bergamot. middle notes: woody notes, cashmeran, rose. base notes: agarwood (oud), tobacco, ambergris, moss, sandalwood."
perfume with copahu balm and clary sage,917,classica,sospiro-perfumes,"classica by sospiro-perfumes. accords: amber, woody, oud. top notes: copahu balm, clary sage, bergamot. middle notes: woody notes, cashmeran, rose. base notes: agarwood (oud), tobacco, ambergris, moss, sandalwood."
oud and amber perfume for winter,917,classica,sospiro-perfumes,"classica by sospiro-perfumes. accords: amber, woody, oud. top notes: copahu balm, clary sage, bergamot. middle notes: woody notes, cashmeran, rose. base notes: agarwood (oud), tobacco, ambergris, moss, sandalwood."
scented candle or perfume like classica,917,classica,sospiro-perfumes,"classica by sospiro-perfumes. accords: amber, woody, oud. top notes: copahu balm, clary sage, bergamot. middle notes: woody notes, cashmeran, rose. base notes: agarwood (oud), tobacco, ambergris, moss, sandalwood."
romantic winter evening perfume,918,gray-shot,pull-bear,"gray-shot by pull-bear. accords: citrus, woody, marine. top notes: petitgrain, mandarin orange, grapefruit. middle notes: seaweed, herbal notes. base notes: woodsy notes, musk."
woody and citrusy fragrance,918,gray-shot,pull-bear,"gray-shot by pull-bear. accords: citrus, woody, marine. top notes: petitgrain, mandarin orange, grapefruit. middle notes: seaweed, herbal notes. base notes: woodsy notes, musk."
gray-shot by pull-bear for date night,918,gray-shot,pull-bear,"gray-shot by pull-bear. accords: citrus, woody, marine. top notes: petitgrain, mandarin orange, grapefruit. middle notes: seaweed, herbal notes. base notes: woodsy notes, musk."
winter evening scent with seaweed,918,gray-shot,pull-bear,"gray-shot by pull-bear. accords: citrus, woody, marine. top notes: petitgrain, mandarin orange, grapefruit. middle notes: seaweed, herbal notes. base notes: woodsy notes, musk."
perfume with grapefruit and musk,918,gray-shot,pull-bear,"gray-shot by pull-bear. accords: citrus, woody, marine. top notes: petitgrain, mandarin orange, grapefruit. middle notes: seaweed, herbal notes. base notes: woodsy notes, musk."
